From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
20,1,20,-28.28427,1,0,RF,L,362.2395,363.9949,20.21112,1.229144,20.93087,-29.00675,1.479155,1.630969,366.0042,367.5034,45,-90,43.99776,-86.78181,-1.002296,3.218202
-20,1,20,20,1,20,LF,RF,372.5053,373.8441,-19.71848,1.592718,21.3863,20.22518,1.574499,20.91753,377.5664,378.6043,-45,45,-42.67651,44.03592,2.323553,-0.9642863
0,1,-28.28427,28.28427,1,0,B,R,383.5394,384.8857,2.343278,1.114208,-29.06461,29.01393,1.635175,-1.476533,387.5294,388.5222,180,90,175.3906,92.9133,-4.609382,2.913293
-28.28427,1,0,20,1,-20,L,RB,393.2698,395.0118,-20.58901,1.246015,20.57268,20.50524,0.8232538,20.65208,398.6201,399.9366,-90,135,-45.02272,44.79558,44.97728,-90.20441
-20,1,20,20,1,-20,LF,RB,404.5616,406.4598,-29.04959,2.057779,0.2119799,29.04927,0.5533578,-0.2324996,407.8038,409.4353,-45,135,-89.58192,90.45856,-44.58191,-44.54144
-20,1,-20,20,1,-20,LB,RB,413.9211,415.2632,-20.84416,1.712943,-20.31573,-19.80624,1.19046,21.30831,418.3018,419.2197,-135,135,-134.2645,-42.9077,0.7356848,-177.9076
0,1,28.28427,28.28427,1,0,F,R,424.6102,425.9522,20.97945,0.5895067,-20.17894,29.02827,0.9361673,1.167889,429.1238,429.8932,0,90,133.8858,87.69607,133.8858,-2.303843
28.28427,1,0,0,1,-28.28427,R,B,435.1232,436.4678,22.04121,1.312504,-19.04413,-1.743934,1.994997,-29.11255,440.284,441.1206,90,180,130.8278,-176.5719,40.8278,3.428112
-20,1,20,28.28427,1,0,LF,R,447.6196,449.3647,-21.46025,1.232122,19.68015,22.79424,0.613802,18.15495,450.6486,451.9206,-45,90,-47.47757,51.4637,-2.477571,-38.53631
-20,1,-20,-20,1,20,LB,LF,458.4876,459.8279,-22.42266,0.182372,18.604,-20.93247,3.928061,-20.22645,461.0897,462.228,-135,-45,-50.31762,-134.0173,84.68237,-89.01727
28.28427,1,0,-28.28427,1,0,R,L,466.5994,468.4956,21.08761,1.171941,-20.06958,-19.18828,1.371784,21.85691,470.8653,472.6878,90,-90,133.5831,-41.28005,43.58307,48.71995
28.28427,1,0,-20,1,20,R,LF,477.587,479.3319,21.20589,1.136955,19.94999,-29.04596,2.472774,-0.4467148,481.5087,483.187,90,-45,46.74788,-90.88112,-43.25212,-45.88112
