From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
-28.28427,1,0,20,1,20,L,RF,277.1001,278.8443,-28.65665,2.004655,4.915219,28.37874,2.025031,6.391299,284.5402,286.4499,-90,45,-80.26727,77.30794,9.732721,32.30793
-20,1,-20,-20,1,20,LB,LF,290.8837,292.2259,-15.18531,2.080817,-24.76641,-17.80272,2.458951,22.97741,300.48,301.65,-135,-45,-148.4858,-37.76825,-13.48582,7.231746
28.28427,1,0,0,1,28.28427,R,F,305.7162,307.0593,28.71929,1.352382,4.504928,4.909769,2.064079,-28.71873,314.1115,316.1042,90,0,81.08518,170.2985,-8.914802,170.2985
20,1,20,-20,1,-20,RF,LB,322.4811,324.3694,29.0393,1.531097,0.8772907,-29.00433,1.832009,1.683125,326.695,328.559,45,-135,88.26959,-86.67885,43.26959,48.32116
28.28427,1,0,-20,1,20,R,LF,334.5896,336.322,25.52571,2.906219,14.11341,-25.30093,3.196288,14.51949,339.4267,341.4485,90,-45,61.06139,-60.14971,-28.93862,-15.14971
0,1,-28.28427,0,1,28.28427,B,F,347.8963,349.7803,0.9357715,1.561356,-29.15548,0.9907861,2.442821,29.15294,354.0143,355.9022,180,0,178.1618,1.946519,-1.83824,1.946519
-28.28427,1,0,0,1,-28.28427,L,B,359.1309,360.4699,-29.00629,2.102115,-1.64088,-1.418593,1.316445,-29.13,367.1976,368.5154,-90,180,-93.23776,-177.212,-3.237792,2.788041
20,1,20,-28.28427,1,0,RF,L,372.7569,374.5144,22.15641,2.118659,18.9112,-24.65438,1.699819,15.5841,377.848,379.4346,45,-90,49.51819,-57.70292,4.51822,32.29709
20,1,20,0,1,-28.28427,RF,B,383.7348,385.4883,19.46174,2.056442,21.61451,1.527581,1.784981,-29.12416,388.8983,390.8171,45,180,41.99992,176.9976,-3.000092,-3.00244
-28.28427,1,0,28.28427,1,0,L,R,394.8491,396.7367,-29.03842,1.472077,0.9338876,29.02828,1.280813,1.1677,399.3075,401.2307,-90,90,-88.15798,87.69645,1.841963,-2.303503
20,1,-20,-28.28427,1,0,RB,L,405.4382,407.197,23.25717,1.689013,-17.57285,-18.43989,1.98232,-22.47941,413.5858,415.3466,135,-90,127.0743,-140.6379,-7.925755,-50.63793
-20,1,20,0,1,-28.28427,LF,B,419.3213,421.0786,-29.0235,1.277447,1.270486,-0.926012,2.345103,29.15566,426.9846,428.2139,-45,180,-87.49352,-1.819191,-42.49352,178.1808
28.28427,1,0,-20,1,-20,R,LB,432.5343,434.2802,29.00658,1.780039,-1.634671,-14.63201,1.565526,-25.09737,441.5495,443.9414,90,-135,93.2255,-149.7574,3.225494,-14.75742
20,1,-20,20,1,20,RB,RF,448.7981,450.1386,29.04466,1.643668,-0.5303454,15.56452,1.634015,-24.53031,455.902,457.8241,135,45,91.04609,147.6048,-43.95392,102.6048
-20,1,-20,20,1,-20,LB,RB,461.9136,463.2525,-26.1046,2.383871,13.00581,26.24869,3.035746,12.70446,467.436,469.091,-135,135,-63.51664,64.17285,71.48336,-70.82715
20,1,20,-20,1,20,RF,LF,473.1468,474.4868,26.79972,1.61762,11.46679,-24.95746,1.962393,15.09566,476.0707,477.5628,45,-45,66.83538,-58.83212,21.83538,-13.83211
0,1,28.28427,20,1,-20,F,RB,481.8377,483.5937,-14.83644,1.073465,-24.97509,29.0273,1.540915,-1.188663,489.701,492.3961,0,135,-149.2876,92.34495,-149.2876,-42.65506
-28.28427,1,0,0,1,28.28427,L,F,496.3351,497.6646,-28.94729,1.654466,-2.510687,-1.342169,0.9041089,-29.1341,501.3407,505.0696,-90,0,-94.95703,-177.3623,-4.957052,-177.3623
0,1,-28.28427,28.28427,1,0,B,R,509.8632,511.2015,1.005399,2.212129,29.15216,29.01218,1.580197,1.514212,516.9869,518.5203,180,90,1.975263,87.01231,-178.0247,-2.987669
-20,1,20,20,1,-20,LF,RB,521.9933,523.8804,-29.02903,2.105385,-1.151575,29.04432,1.738966,-0.5530292,526.4292,528.6049,-45,135,-92.27172,91.09084,-47.27172,-43.90917
20,1,-20,-20,1,20,RB,LF,532.3477,534.2335,29.03966,1.241895,-0.8538252,-29.02328,1.361587,1.275154,536.5798,538.5468,135,-45,91.68413,-87.48429,-43.31587,-42.4843
0,1,28.28427,0,1,-28.28427,F,B,542.6136,544.499,1.576924,1.270021,-29.12151,1.148802,2.498185,29.14447,546.565,548.2521,0,180,176.9005,2.257328,176.9005,-177.7427
-20,1,20,28.28427,1,0,LF,R,552.487,554.241,-28.12912,1.749067,7.468563,26.80178,2.144213,11.46194,555.9871,558.2388,-45,90,-75.13047,66.84573,-30.13047,-23.15427
-20,1,20,-20,1,-20,LF,LB,562.0519,563.3977,-19.3868,2.53507,21.68113,-19.40974,2.06505,-21.66074,567.1635,568.4811,-45,-135,-41.8024,-138.1371,3.197574,-3.137125
-20,1,-20,0,1,28.28427,LB,F,573.4636,575.2038,-28.9937,1.233346,1.911949,21.91108,2.636621,19.19347,579.4954,581.3149,-135,0,-86.22717,48.78259,48.77283,48.78259
