From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
-20,1,-20,20,1,-20,LB,RB,433.9629,435.2982,-15.54873,1.828255,-24.54043,24.81151,1.349539,-15.33823,440.9374,443.2963,-135,135,-147.6418,121.7239,-12.6418,-13.27607
-20,1,20,20,1,-20,LF,RB,447.587,449.4756,-29.05241,1.748824,-0.02959815,29.05259,1.184081,0.01832275,451.8743,453.4709,-45,135,-90.05837,89.96387,-45.05837,-45.03614
0,1,-28.28427,0,1,28.28427,B,F,457.8057,459.6937,21.00931,3.075622,-20.14875,-18.7493,4.656565,22.22287,463.2686,464.9081,180,0,133.8022,-40.15412,-46.1978,-40.15412
20,1,-20,0,1,28.28427,RB,F,470.2501,471.989,29.04504,1.367913,-0.5062542,0.1782826,3.075457,29.16914,474.8234,475.834,135,0,90.99857,0.3505445,-44.00144,0.3505445
-28.28427,1,0,0,1,-28.28427,L,B,479.9884,481.3294,-29.05103,0.9483013,0.1185762,8.791779,2.74403,-27.72672,485.2353,486.7341,-90,180,-89.76614,162.4069,0.234068,-17.59314
0,1,28.28427,20,1,-20,F,RB,491.6368,493.3853,12.52599,2.849698,-26.21603,16.19931,2.818248,24.12139,496.9345,498.1847,0,135,154.4616,33.88431,154.4616,-101.1157
28.28427,1,0,-28.28427,1,0,R,L,502.2503,504.1369,29.04375,1.430242,-0.5896536,-29.05169,1.711501,-0.07659549,505.4842,507.4663,90,-90,91.16308,-90.15106,1.163148,-0.1506579
28.28427,1,0,-20,1,20,R,LF,511.7666,513.5076,15.40991,2.100443,24.62941,-19.31976,2.320965,21.74072,519.0501,520.0004,90,-45,32.03302,-41.62569,-57.96698,3.37429
0,1,-28.28427,-28.28427,1,0,B,L,523.6221,524.9568,0.05694387,1.532218,-29.17134,-29.04949,1.879449,-0.218233,528.6532,529.6245,180,-90,179.8881,-90.43042,-0.1119058,-0.4306931
-20,1,20,0,1,-28.28427,LF,B,535.0234,536.7637,-22.41833,1.858692,18.60899,-1.070456,1.580381,-29.14867,539.9343,541.3751,-45,180,-50.30464,-177.8968,-5.304632,2.103196
20,1,20,-28.28427,1,0,RF,L,545.3779,547.14,24.32276,1.520337,-16.0934,-29.05219,1.947633,0.04409225,549.252,551.0588,45,-90,123.491,-89.91304,78.49101,0.08622923
20,1,20,-20,1,20,RF,LF,555.3923,556.7355,26.30582,1.342023,-12.58152,-19.04463,2.06335,-21.97667,558.4339,560.4925,45,-45,115.5608,-139.0883,70.56081,-94.08833
28.28427,1,0,-20,1,-20,R,LB,566.3629,568.1044,26.77908,1.690644,-11.51555,-21.49051,2.054677,-19.64748,571.4559,573.1196,90,-135,113.2687,-132.4348,23.26869,2.565291
-20,1,20,28.28427,1,0,LF,R,577.353,579.0954,-14.88918,1.125639,-24.94355,29.0495,3.317424,-0.2179509,581.7665,588.6755,-45,90,-149.1664,90.42987,-104.1664,0.429328
-20,1,20,-20,1,-20,LF,LB,593.9287,595.2693,-29.04965,1.307989,0.2079857,-18.49657,2.540191,-22.43356,599.044,600.1179,-45,-135,-89.58979,-140.4943,-44.58979,-5.494297
-28.28427,1,0,20,1,-20,L,RB,605.6013,607.3409,-29.04858,1.434796,-0.277247,16.95761,2.544817,-23.60077,611.9125,613.4669,-90,135,-90.54683,144.302,-0.5464389,9.30204
