From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
0,1,28.28427,0,1,-28.28427,F,B,219.0191,220.9093,0.4893945,4.202333,29.16353,0.5889227,4.092465,-29.16174,232.9349,234.6013,0,180,0.9614412,178.8431,0.9614412,-1.156906
20,1,20,-20,1,-20,RF,LB,239.2731,241.1658,21.55191,2.490841,-19.58119,-29.05126,3.704729,-0.1038844,244.9319,246.6754,45,-135,132.257,-90.20488,87.25701,44.79512
20,1,20,0,1,-28.28427,RF,B,287.7891,289.5217,29.04439,2.644309,0.5482924,-0.8126586,3.51257,-29.15771,293.7372,295.6867,45,180,88.91851,-178.4035,43.91851,1.596549
-28.28427,1,0,28.28427,1,0,L,R,301.0486,302.9406,-24.48024,3.109357,-15.85157,29.04653,3.261854,0.4095057,304.9872,306.68,-90,90,-122.9241,89.19228,-32.92408,-0.8079404
0,1,28.28427,-28.28427,1,0,F,L,310.7974,312.1309,-1.387749,2.173967,-29.13165,-24.17433,2.933905,-16.31202,316.4846,317.4133,0,-90,-177.2726,-124.0101,-177.2726,-34.01015
-20,1,20,20,1,-20,LF,RB,330.0993,331.9871,-28.85467,3.088472,3.463196,28.52662,2.480341,-5.666857,334.6914,336.4812,-45,135,-83.15598,101.2356,-38.15598,-33.76439
0,1,-28.28427,-20,1,20,B,LF,341.4375,343.1967,-17.67781,2.730203,-23.07325,-29.04245,3.766746,0.6733537,351.1712,352.2157,180,-45,-142.5421,-88.67183,37.4579,-43.67183
-28.28427,1,0,20,1,20,L,RF,359.8217,361.5755,-21.25868,3.744738,19.8966,21.88314,3.220196,19.22363,363.4006,364.8964,-90,45,-46.89557,48.70176,43.10443,3.701792
0,1,28.28427,20,1,-20,F,RB,369.1965,370.9358,16.88529,2.910994,23.65106,20.46482,2.334314,-20.6904,372.6916,373.9522,0,135,35.52432,135.314,35.52432,0.3140353
20,1,-20,-28.28427,1,0,RB,L,381.615,383.3623,20.81086,2.130512,-20.34941,-20.07808,2.703421,-21.05699,385.7073,387.0101,135,-90,134.3577,-136.3632,-0.6419396,-46.36323
28.28427,1,0,-20,1,20,R,LF,391.3208,393.0649,21.9978,2.868962,19.09422,-24.01089,2.927395,16.54476,404.5599,405.86,90,-45,49.04184,-55.43113,-40.95817,-10.43113
28.28427,1,0,-28.28427,1,0,R,L,409.4142,411.3021,28.74967,2.239674,-4.28905,-29.01497,1.623793,-1.454238,413.0533,414.9305,90,-90,98.48515,-92.86929,8.485148,-2.869285
20,1,-20,20,1,20,RB,RF,419.155,420.4977,27.02498,1.749367,-10.90976,6.247241,1.023136,-28.44024,445.2264,446.2635,135,45,111.9835,167.611,-23.01649,122.611
0,1,-28.28427,0,1,28.28427,B,F,466.6364,468.5253,-16.23134,2.761991,24.09943,0.495336,3.73536,-29.16343,472.6143,474.17,180,0,-33.96088,179.027,146.0391,179.027
0,1,28.28427,-20,1,-20,F,LB,478.7232,480.4799,-17.86179,3.358329,22.93124,-17.63882,3.129028,-23.10182,481.5127,482.7444,0,-135,-37.91604,-142.6374,-37.91604,-7.637356
-20,1,20,20,1,20,LF,RF,486.5768,487.9151,-19.20631,2.863626,-21.84156,21.28819,2.16402,-19.86588,489.7934,491.6142,-45,45,-138.6733,133.0206,-93.67332,88.02061
-20,1,20,28.28427,1,0,LF,R,496.2583,498.0141,-20.59773,2.53331,-20.56441,19.46785,2.23332,-21.6091,501.0154,502.9041,-45,90,-134.9536,137.984,-89.95362,47.984
-20,1,-20,-20,1,20,LB,LF,508.6334,509.9762,-18.10871,2.680299,-22.73826,-29.02137,3.163073,1.316352,512.0202,515.8165,-135,-45,-141.4662,-87.40295,-6.466265,-42.40295
-28.28427,1,0,0,1,28.28427,L,F,520.71,522.0489,-19.80199,3.131098,-21.31209,-21.49035,3.106436,19.64765,523.7142,525.0512,-90,0,-137.1035,-47.56475,-47.1035,-47.56475
0,1,-28.28427,20,1,20,B,RF,529.5793,531.3198,21.27861,2.814495,19.87623,16.35429,2.49548,-24.01513,533.4699,534.579,180,45,46.95164,145.7451,-133.0484,100.7451
0,1,-28.28427,-28.28427,1,0,B,L,539.0482,540.3884,-3.631097,2.940299,-28.92262,-20.66873,3.940288,-20.49312,553.501,554.2479,180,-90,-172.8442,-134.7556,7.155768,-44.75556
-20,1,-20,20,1,-20,LB,RB,559.6017,560.9431,-23.48262,2.596179,-17.27417,22.36147,2.914524,-18.6746,562.7298,564.0681,-135,135,-126.3388,129.8661,8.661272,-5.133967
-20,1,-20,20,1,20,LB,RF,569.3312,571.2175,-29.04948,3.087636,-0.218768,29.05017,3.555043,0.1748505,575.6641,577.3159,-135,45,-90.43148,89.65514,44.56852,44.65514
-20,1,20,0,1,-28.28427,LF,B,582.1853,583.9387,-14.911,2.717017,24.93049,0.02296249,1.91374,-29.17195,590.4841,591.9728,-45,180,-30.88377,179.9558,14.11624,-0.04423466
20,1,20,-28.28427,1,0,RF,L,596.0153,597.7599,24.39262,2.541761,15.98613,-25.5899,2.743905,13.99745,599.2181,601.4304,45,-90,56.76047,-61.32172,11.76047,28.67828
-28.28427,1,0,0,1,-28.28427,L,B,605.2178,606.5597,-29.01588,3.406919,1.434409,-0.5254227,3.876095,-29.16288,608.9486,614.0632,-90,180,-87.16988,-178.9677,2.830131,1.032303
-20,1,20,-20,1,-20,LF,LB,619.3591,620.7011,-29.05226,3.887814,-0.03936895,-13.45544,3.794115,-25.74762,628.5649,629.6803,-45,-135,-90.07764,-152.4089,-45.07764,-17.4089
-28.28427,1,0,20,1,-20,L,RB,633.6926,635.433,-22.53887,3.311323,-18.46992,29.0519,3.587587,0.06269891,641.2819,643.0281,-90,135,-129.3336,89.87635,-39.33357,-45.12365
-20,1,-20,28.28427,1,0,LB,R,647.3493,649.0911,-24.61024,3.162206,15.65188,21.48528,3.174804,19.65312,659.0208,660.0817,-135,90,-57.54402,47.55008,77.45599,-42.44993
