From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
0,1,-28.28427,-28.28427,1,0,B,L,198.3452,199.6869,-8.660016,2.677583,-27.77046,-28.35894,3.461737,6.487479,201.7859,203.0593,180,-90,-162.6803,-77.11456,17.31971,12.88545
-28.28427,1,0,0,1,28.28427,L,F,207.894,209.2368,-22.13162,2.714303,-18.93981,28.54501,3.053726,-5.560585,210.9881,212.6869,-90,0,-130.5563,101.0232,-40.55626,101.0232
-20,1,20,20,1,20,LF,RF,218.8406,220.1833,-12.56304,2.751123,-26.19831,26.77189,2.295318,-11.5325,221.8702,223.4107,-45,45,-154.3806,113.3049,-109.3806,68.30488
28.28427,1,0,-28.28427,1,0,R,L,226.3206,228.2115,14.78675,3.891599,-25.00481,-15.58434,3.453214,24.51761,231.1518,232.97,90,-90,149.4018,-32.44161,59.40178,57.5584
-20,1,20,28.28427,1,0,LF,R,235.7742,237.5193,-22.12356,3.141467,-18.94912,28.91653,2.840679,-2.895572,239.3033,241.047,-45,90,-130.5805,95.71828,-85.58049,5.718272
28.28427,1,0,0,1,28.28427,R,F,244.2407,245.581,24.43599,3.2864,-15.9195,-22.98582,2.958941,-17.91832,247.3574,249.2688,90,0,123.0833,-127.9378,33.08334,-127.9378
-20,1,20,20,1,-20,LF,RB,252.5393,254.4288,-8.644338,2.308965,-27.77567,15.31428,3.465892,24.68927,257.4877,258.7385,-45,135,-162.7128,31.81053,-117.7128,-103.1895
-20,1,20,-20,1,-20,LF,LB,261.52,262.8603,-7.274708,2.543739,-28.18251,-28.95876,2.742997,-2.362835,265.1528,266.1112,-45,-135,-165.5263,-94.6646,-120.5263,40.33539
-20,1,-20,20,1,-20,LB,RB,269.0936,270.4358,2.011874,2.689584,-29.09402,28.80601,3.202323,3.888827,272.1079,273.8203,-135,135,176.0443,82.31152,-48.95575,-52.68848
20,1,-20,0,1,28.28427,RB,F,276.789,278.5328,29.01184,2.623698,1.521664,0.6351807,3.574589,-29.16091,280.1286,281.0556,135,0,86.9976,178.7521,-48.0024,178.7521
20,1,-20,20,1,20,RB,RF,284.4393,285.7809,14.93425,3.251188,-24.91658,-9.227451,2.982851,-27.58208,288.0712,289.9701,135,45,149.0628,-161.5026,14.06279,153.4974
28.28427,1,0,0,1,-28.28427,R,B,293.3867,294.7265,20.57682,3.151183,-20.58423,-14.77276,3.325649,-25.01318,296.4366,297.6985,90,180,135.0103,-149.4339,45.01031,30.56606
20,1,20,-20,1,-20,RF,LB,302.9268,304.8238,21.93497,2.98175,-19.1667,-27.53611,2.324966,9.500278,305.9413,307.1363,45,-135,131.1469,-70.96497,86.14685,64.03503
28.28427,1,0,-20,1,-20,R,LB,310.7001,312.4536,29.02114,3.020815,1.321213,-4.403316,3.409989,-28.80553,313.2235,314.2398,90,-135,87.39336,-171.3089,-2.606694,-36.30884
-20,1,20,0,1,-28.28427,LF,B,318.0596,319.8132,-11.30768,2.011821,-26.77356,27.93594,3.559181,8.186161,322.3716,325.064,-45,180,-157.1035,73.66766,-112.1035,-106.3323
-28.28427,1,0,20,1,20,L,RF,329.4539,331.1954,-25.24144,2.728277,-14.62371,28.88183,2.674349,3.213947,332.5128,334.1898,-90,45,-120.086,83.6503,-30.086,38.6503
0,1,28.28427,-28.28427,1,0,F,L,336.7796,338.1213,21.1955,2.969123,-19.96049,-22.27038,3.406592,-18.77971,339.4181,341.0251,0,-90,133.2812,-130.1396,133.2812,-40.13957
0,1,-28.28427,20,1,20,B,RF,344.5443,346.2957,6.22155,2.310609,-28.44608,27.71707,2.830864,8.927917,347.5937,348.374,180,45,167.6629,72.14579,-12.33712,27.14578
-28.28427,1,0,28.28427,1,0,L,R,354.1167,356.003,-28.53628,3.460857,-5.611044,28.99952,2.694675,1.786968,357.355,358.6534,-90,90,-101.1241,86.47385,-11.12408,-3.526145
-28.28427,1,0,0,1,-28.28427,L,B,362.0567,363.3965,-28.86594,3.770002,-3.359757,-1.670012,3.98425,-29.11651,366.1036,366.9517,-90,180,-96.63889,-176.7173,-6.638883,3.282649
0,1,-28.28427,0,1,28.28427,B,F,371.0926,372.9822,-1.857711,2.327559,-29.10645,3.264332,2.573136,28.96798,374.5101,378.0199,180,0,-176.3481,6.429376,3.651894,6.429376
-28.28427,1,0,20,1,-20,L,RB,382.4207,384.1609,-25.48183,3.471507,-14.19269,28.38446,3.129277,-6.363543,386.2054,387.8583,-90,135,-119.1166,102.6363,-29.11662,-32.36374
