From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
-20,1,20,28.28427,1,0,LF,R,172.7184,174.4641,-20.65837,1.999962,20.5036,20.68848,1.544055,20.47316,178.7057,179.6787,-45,90,-45.21542,45.29972,-0.2158,-44.70029
-20,1,20,20,1,-20,LF,RB,183.1965,185.0832,-20.57434,1.526441,20.58659,20.88527,1.332734,-20.27418,187.92,189.3499,-45,135,-44.98295,134.1494,0.01978234,-0.8506485
-28.28427,1,0,0,1,-28.28427,L,B,193.9176,195.2599,-29.04539,1.458179,0.4836268,0.2119563,1.108668,29.16854,199.3351,200.7543,-90,180,-89.04607,0.416371,0.953881,-179.5836
0,1,-28.28427,-28.28427,1,0,B,L,204.6768,206.0147,-2.912544,0.489386,-29.01148,-29.05111,1.597612,-0.1136888,208.7745,209.5245,180,-90,-174.2671,-90.22423,5.732854,-0.2246844
-20,1,20,20,1,20,LF,RF,214.5493,215.8903,-20.60483,1.480743,20.55769,29.04494,1.703092,0.5126488,220.8368,222.0437,-45,45,-45.06561,88.98882,-0.06255726,43.98883
20,1,-20,0,1,28.28427,RB,F,225.7829,227.538,20.66732,1.139502,20.49455,0.2607904,0.5982399,-29.16766,230.2644,231.8638,135,0,45.24048,179.4879,-89.75951,179.4879
-28.28427,1,0,0,1,28.28427,L,F,236.35,237.692,-29.04797,1.758459,-0.3167355,-0.4200311,1.250224,29.16479,240.4631,241.58,-90,0,-90.62472,-0.825194,-0.6246366,-0.825194
20,1,20,-20,1,-20,RF,LB,244.7755,246.67,29.05244,2.762531,0.02745481,-29.04577,1.065074,0.4587149,247.7546,249.2306,45,-135,89.94585,-89.09521,44.94586,45.90479
28.28427,1,0,0,1,28.28427,R,F,253.6189,254.9621,29.04781,1.459662,0.3269689,0.8566847,1.857907,29.15691,257.9315,258.8807,90,0,89.35509,1.682955,-0.6449805,1.682955
0,1,-28.28427,28.28427,1,0,B,R,268.519,269.8619,0.4167197,1.456934,-29.16484,29.05202,0.9424135,0.05530107,273.065,274.0045,180,90,179.1812,89.89094,-0.8187665,-0.1101434
28.28427,1,0,-20,1,20,R,LF,277.3798,279.1191,20.09348,1.48332,21.04236,-29.05146,1.613431,0.09104937,282.7712,284.1463,90,-45,43.6786,-89.82043,-46.32141,-44.82043
0,1,28.28427,20,1,-20,F,RB,288.8707,290.6237,0.4330885,2.271622,-29.16455,20.33146,1.657151,20.81679,293.1822,294.2316,0,135,179.1491,44.32426,179.1491,-90.67575
0,1,28.28427,0,1,-28.28427,F,B,298.1519,300.0403,-0.1956849,1.676045,-29.16883,0.3017957,1.044117,29.16692,301.7971,303.034,0,180,-179.6159,0.5924829,-179.6159,-179.4075
28.28427,1,0,0,1,-28.28427,R,B,307.2328,308.5737,20.25753,1.142147,20.88688,-0.8976598,1.915826,-29.15617,315.9267,317.2294,90,180,44.12366,-178.2365,-45.87634,1.763474
-20,1,-20,-20,1,20,LB,LF,321.2501,322.5919,-29.04426,3.017483,0.5568503,-20.42062,1.43419,20.7323,324.1227,324.9159,-135,-45,-88.90163,-44.56607,46.09837,0.4338616
-20,1,20,-20,1,-20,LF,LB,329.7178,331.0596,-29.04978,0.925916,-0.1995832,-20.30102,0.7596973,-20.84566,332.7172,333.6618,-45,-135,-90.39364,-135.7583,-45.39364,-0.758472
0,1,28.28427,-28.28427,1,0,F,L,342.1819,343.5407,-21.29446,0.4596822,-19.85912,-29.0508,1.083019,-0.133994,347.5493,348.3671,0,-90,-133.0025,-90.26427,-133.0025,-0.2639296
0,1,28.28427,-20,1,-20,F,LB,353.5636,355.3076,-0.3878267,0.2518712,-29.16537,-20.66327,1.686155,20.49864,357.8505,359.1015,0,-135,-179.2382,-45.22916,-179.2382,89.77084
20,1,-20,-20,1,-20,RB,LB,362.6804,364.0182,20.51887,1.177421,-20.63916,-20.87539,0.6164303,-20.28416,368.1092,369.7798,135,-135,135.1674,-134.177,0.1690205,0.8230571
28.28427,1,0,-28.28427,1,0,R,L,373.7696,375.6582,20.51565,0.5902637,20.64222,-29.05086,1.851176,0.1298836,378.2805,385.2465,90,-90,44.8238,-89.74384,-45.1762,0.2556444
20,1,-20,-20,1,20,RB,LF,393.1489,395.0359,20.75546,0.1936893,-20.40542,-20.50943,0.7576187,20.64811,399.2933,401.0564,135,-45,134.5128,-44.80694,-0.4877876,0.1928145
-20,1,-20,28.28427,1,0,LB,R,404.972,406.7195,-20.9704,0.5549584,-20.1881,29.04922,1.528435,0.2359854,410.0501,411.5915,-135,90,-133.9111,89.53456,1.088944,-0.4656223
-20,1,20,0,1,-28.28427,LF,B,414.918,416.686,-29.04973,1.45585,0.2030153,-0.0008809043,1.034591,-29.17234,419.6446,420.8813,-45,180,-89.59959,-180,-44.59959,0
20,1,20,0,1,-28.28427,RF,B,425.6751,427.4171,20.50874,0.3187881,20.64876,0.2856857,0.0859704,-29.16721,431.6164,433.3031,45,180,44.80508,179.4391,-0.1948336,-0.5609285
-28.28427,1,0,20,1,-20,L,RB,438.4959,440.242,-29.04993,1.068162,0.1897193,20.99945,1.099907,-20.15872,444.7754,446.3739,-90,135,-89.62582,133.8298,0.3743001,-1.170359
0,1,-28.28427,-20,1,20,B,LF,450.6202,452.3604,-21.60361,1.502737,-19.52538,-20.56962,1.358366,20.59106,454.6285,455.626,180,-45,-132.1073,-44.97015,47.89267,0.03426402
0,1,-28.28427,20,1,20,B,RF,460.4904,462.2455,20.7643,0.3876921,-20.39649,20.58959,0.7421706,20.57212,469.3366,471.5361,180,45,134.488,45.02431,-45.51197,0.01978234
