From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
28.28427,1,0,-20,1,20,R,LF,373.9895,375.7359,20.5463,1.469804,-20.61317,-29.05194,1.157423,-0.06000122,382.4041,384.3219,90,-45,135.0931,-90.11834,45.09309,-45.11833
0,1,-28.28427,28.28427,1,0,B,R,389.7736,391.1135,0.6484926,1.069838,-29.16067,29.04823,0.7372568,0.299542,393.1028,394.1862,180,90,178.7261,89.40919,-1.273954,-0.590498
0,1,28.28427,28.28427,1,0,F,R,397.8997,399.238,22.83201,2.069316,-18.1083,20.79775,1.724229,20.36267,409.4341,410.5405,0,90,128.4183,45.60561,128.4183,-44.39439
20,1,20,20,1,-20,RF,RB,418.31,419.6547,19.69891,1.81259,21.40369,19.82174,2.125524,-21.29453,422.8051,423.8861,45,135,42.62495,137.0515,-2.37504,2.051568
-20,1,20,0,1,-28.28427,LF,B,437.0075,438.7628,-16.35556,2.618964,24.01426,-21.88393,2.374563,-19.22278,444.0034,445.0387,-45,180,-34.25788,-131.296,10.74213,48.70403
-28.28427,1,0,28.28427,1,0,L,R,452.7713,454.6602,-29.04592,1.115498,0.4495176,29.0502,0.7813537,-0.1727213,456.7798,458.4675,-90,90,-89.11336,90.34065,0.8866904,0.3403488
28.28427,1,0,-20,1,-20,R,LB,463.069,464.8112,29.04821,1.387402,0.3009176,-22.98626,1.251772,-17.91777,465.8945,467.7036,90,-135,89.40648,-127.9364,-0.5934729,7.063637
0,1,28.28427,0,1,-28.28427,F,B,471.8137,473.705,0.06735761,1.731911,-29.17114,0.08821505,1.729085,29.17077,478.0361,482.8707,0,180,179.8673,0.1735894,179.8673,-179.8264
28.28427,1,0,0,1,28.28427,R,F,486.6365,487.9758,20.94176,2.680607,20.21705,0.3134608,1.520585,-29.16671,502.2359,503.8364,90,0,46.00875,179.3842,-43.99125,179.3842
0,1,-28.28427,-20,1,20,B,LF,510.8417,512.5924,0.3685225,1.504236,-29.16571,-22.547,2.579729,18.46033,514.4913,515.7197,180,-45,179.2758,-50.69114,-0.7241574,-5.69113
20,1,-20,-20,1,20,RB,LF,518.892,520.7914,21.83032,2.335985,-19.28065,-21.54316,2.997453,19.59065,527.3166,528.5029,135,-45,131.4511,-47.71763,-3.548948,-2.717574
20,1,20,0,1,-28.28427,RF,B,532.7422,534.4986,29.052,0.9385378,-0.05642402,-18.38524,3.313775,-22.52212,539.2009,541.8908,45,180,90.11128,-140.7746,45.11128,39.22543
0,1,28.28427,-28.28427,1,0,F,L,546.2361,547.5757,-0.3595429,1.581038,-29.16587,-29.04684,1.452617,0.3894303,550.1028,551.3634,0,-90,-179.2936,-89.23189,-179.2936,0.7682129
20,1,-20,-28.28427,1,0,RB,L,555.1602,556.9047,19.59774,2.493516,-21.49364,-29.05055,1.64903,-0.1501482,560.1541,562.0724,135,-90,137.6417,-90.29613,2.641751,-0.2960753
-20,1,-20,-20,1,20,LB,LF,567.7386,569.0763,-18.92864,2.616591,22.07336,-22.50537,2.419339,-18.50857,573.577,574.6702,-135,-45,-40.61419,-129.4341,94.38581,-84.43411
-28.28427,1,0,0,1,-28.28427,L,B,578.8732,580.2175,-29.05127,0.8978965,-0.1034962,0.9583254,1.309837,-29.15468,581.9786,583.2881,-90,180,-90.20412,178.1174,-0.2046302,-1.882632
-20,1,20,20,1,-20,LF,RB,587.9667,589.8551,-29.04444,1.177001,0.5450366,29.05175,1.231818,0.07212715,593.7642,595.8871,-45,135,-88.92494,89.85775,-43.92494,-45.14225
-20,1,20,-20,1,-20,LF,LB,599.8282,601.1689,-20.07892,2.337029,-21.05619,-21.13209,3.376208,20.0246,602.9206,603.7197,-45,-135,-136.3609,-46.54139,-91.36095,88.4586
-20,1,20,28.28427,1,0,LF,R,608.1597,609.9161,-17.54933,2.892593,23.16736,29.04927,1.439725,0.2327894,616.6708,617.8992,-45,90,-37.14401,89.54086,7.855978,-0.4592754
