From X, From Y, From Z, To X, To Y, To Z, From Abbreviation, To Abbreviation, Translation Start, Translation Finish, Guess From X, Guess From Y, Guess From Z, Guess To X, Guess To Y, Guess To Z, Guess Start, Guess Finish, Angle From, Angle To, Guess Angle From, Guess Angle To, Divergence Angle From, Divergence Angle To
20,1,-20,-28.28427,1,0,RB,L,336.0319,337.775,18.48592,1.856974,-22.44245,-22.60209,0.9360554,-18.39228,339.3284,341.0589,135,-90,140.5216,-129.1367,5.521587,-39.13672
-20,1,-20,-20,1,20,LB,LF,344.755,346.0975,-21.69371,1.197615,-19.42813,-20.53826,1.950447,20.62078,347.9163,348.7798,-135,-45,-131.8465,-44.88513,3.153495,0.1136409
0,1,28.28427,20,1,-20,F,RB,352.416,354.1621,18.1386,1.562902,-22.71489,21.24147,1.086346,19.91401,355.2456,355.9927,0,135,141.3915,46.84743,141.3915,-88.15257
0,1,-28.28427,0,1,28.28427,B,F,359.8818,361.7796,0.5599687,1.561481,-29.16226,0.5808014,1.789079,29.16189,363.7098,364.9485,180,0,178.8998,1.140896,-1.100207,1.140896
0,1,-28.28427,-20,1,20,B,LF,368.7601,370.5133,-18.7314,-0.2122608,-22.2378,-19.33208,2.345296,21.72977,371.3626,372.6338,180,-45,-139.8918,-41.65817,40.10818,3.341875
0,1,28.28427,28.28427,1,0,F,R,377.9637,379.3011,18.58361,2.607305,-22.361,17.91176,1.409605,22.89218,380.7321,381.5011,0,90,140.271,38.04105,140.271,-51.95895
20,1,20,0,1,-28.28427,RF,B,385.8154,387.5566,14.84121,0.7964498,24.97223,-17.43583,2.257973,-23.2505,390.5834,391.6987,45,180,30.72338,-143.1333,-14.27663,36.86666
20,1,20,-20,1,20,RF,LF,395.4202,396.7612,19.98401,2.429366,-21.14615,-22.6911,1.539496,-18.28234,397.8329,399.2499,45,-45,136.6185,-128.8586,91.61846,-83.85857
20,1,20,-28.28427,1,0,RF,L,404.802,406.557,20.92879,1.042818,-20.23017,-29.04679,1.390637,0.392803,409.7157,411.0228,45,-90,134.0276,-89.22523,89.02758,0.7745547
0,1,-28.28427,28.28427,1,0,B,R,415.8044,417.1439,-22.02579,1.769032,-19.06192,29.03871,2.397765,0.9156216,418.8328,420.4392,180,90,-130.8741,88.194,49.1259,-1.805911
